,,Net Mean,Median,Max,Min,STD,Variance,Range,Skweness,Kurtosis
,S2,-0.045172884,0.037067732,10.19716128,-13.74797705,3.508553823,12.30994993,23.94513833,-0.070320098,3.037193136
,S3,-0.047821897,-0.059177358,10.35582995,-15.37943342,3.604228325,12.99046182,25.73526337,0.009451782,3.120370182
,S4,-0.058061918,-0.052544821,10.9834788,-11.67771405,4.09390918,16.76009238,22.66119285,-0.004042906,2.711713866
,S5,-0.013976253,-0.020818892,12.16180224,-13.22387627,3.224194376,10.39542937,25.38567851,0.006366836,3.572847125
,S6,0.004461651,-0.030439781,9.876058659,-8.121743456,2.720755356,7.402509705,17.99780211,0.038483539,3.199187965
,S7,-0.00263049,-0.137543153,11.06574327,-9.606321768,2.993786233,8.962756006,20.67206504,0.135192681,3.116118865
,S8,-0.009628086,0.129102679,18.60689552,-25.17899021,6.067095614,36.80964919,43.78588573,-0.068598276,3.416063622
,S9,0.016079212,-0.057708298,12.34197039,-9.889123312,3.318875149,11.01493226,22.2310937,0.066698059,3.013412649
,S10,0.028290588,0.013140243,7.164168869,-7.936729428,2.321923314,5.391327874,15.1008983,0.019574736,2.748011994
,S11,0.059914793,0.051708295,13.14966954,-15.85992897,3.76141603,14.14825055,29.00959851,0.006545273,3.899467497
,S12,0.048352025,0.148548041,15.78099851,-14.04334785,3.855639791,14.8659582,29.82434636,-0.077960614,3.296164069
,S13,0.060946509,0.11754102,10.30293039,-10.89223335,3.475951296,12.08223741,21.19516375,-0.048845199,3.021585415
,S14,0.066902749,0.017010357,12.85267894,-9.116573289,3.450914825,11.90881313,21.96925223,0.043373188,3.130367314
,S15,0.061879995,-0.090602125,11.04474836,-10.304676,3.483243908,12.13298812,21.34942435,0.131327685,2.816163462
,S16,0.045413461,0.102848229,8.783539885,-7.174721895,2.443615999,5.971259148,15.95826178,-0.070512021,3.013015403
,S17,-0.067795249,-0.228523954,13.57523226,-13.58451189,3.45410763,11.93085952,27.15974415,0.139597884,3.578841779
,S18,-0.025846767,0.071139492,12.22916724,-11.20011116,3.391089713,11.49948944,23.4292784,-0.085800967,3.181526524
,S19,-0.00725252,0.171624175,11.18649147,-13.31569635,3.535977291,12.5031354,24.50218782,-0.151762876,3.437249585
,S20,-0.047143255,-0.122031235,12.81440811,-14.11457914,3.755489667,14.10370264,26.92898725,0.059822808,3.389291696
,S21,-0.09475722,-0.185520299,10.25930593,-11.84296656,3.089247486,9.543450029,22.10227248,0.088140959,3.155096178
,S22,-0.052773795,-0.034838386,8.007491569,-9.482016526,2.75246084,7.576040676,17.48950809,-0.019548408,2.878507029
,S23,0.012100294,-0.016791894,10.64199754,-13.86873724,3.333028559,11.10907937,24.51073478,0.026005346,3.472963624
,S24,-0.005238774,0.093395477,8.601283478,-8.329210722,2.684663703,7.207419198,16.9304942,-0.110219673,2.844385285
,S25,-0.005646072,0.010417132,7.768473212,-10.28552776,2.728710313,7.445859971,18.05400097,-0.017660215,3.023672814
,S26,-0.032434746,0.147140867,12.99621895,-13.08656751,4.049181148,16.39586797,26.08278646,-0.133045872,3.029673948
,S27,0.010067079,0.041344486,8.9578655,-12.17071768,2.713994266,7.365764874,21.12858318,-0.034573479,3.659358196
,S28,0.014098971,0.03674878,8.399251959,-8.312230108,2.363547963,5.586358975,16.71148207,-0.02874891,3.031469362
,S29,0.036227414,0.12767513,18.20461428,-14.65780527,4.20584145,17.68910231,32.86241956,-0.065229075,3.686800181
,S30,0.001417356,-0.101862275,9.804597877,-10.73823327,3.045998464,9.278106645,20.54283115,0.101719976,3.30792244
,S31,0.050680498,0.020396843,16.19932424,-11.66845438,4.159005004,17.29732263,27.86777862,0.021844399,3.256087398
,S32,0.057834167,-0.109543122,14.11800375,-13.25643242,3.905556368,15.25337054,27.37443616,0.128568588,3.187293855
,S33,-78.05896492,-79.19459651,-31.1946852,-133.5069962,17.35207215,301.0944078,102.312311,0.19633936,2.872112823
,S34,163.5645578,163.6416247,217.9227744,118.5167081,17.41382676,303.2413625,99.40606632,-0.013276849,3.292599313
,S35,-1.703935654,-2.444575561,28.11786797,-27.72577885,9.55039133,91.20997455,55.84364682,0.232652218,2.81563082
,S36,-43.41493172,-43.29467912,53.95514119,-90.04459273,21.87181623,478.3763453,143.9997339,-0.016494186,3.187597606
,S37,7777.513087,7172.43183,10922.30467,4970.127226,1677.338049,2813462.93,5952.177447,1.082217012,1.902516813
,S38,346.9922516,462.4748128,2052.065626,-1228.865812,791.3698493,626266.2384,3280.931438,-0.437782263,1.909709292
,S39,4794.549335,4781.67196,13458.54203,-5496.247993,4469.428926,19975794.92,18954.79002,0.008643638,2.101852406
,S40,0.010304555,0.009460816,0.018460701,0.007460842,0.002447664,5.99E-06,0.010999859,1.034136187,5.070177521
Batch3,S1,-0.031683221,-0.008112149,12.56642314,-11.61174005,3.251639998,10.57316267,24.17816319,-0.021746939,3.331355663
,S2,-0.02793167,-0.16315692,14.53342552,-13.42302513,3.547003767,12.58123572,27.95645065,0.11437139,3.88996458
,S3,-0.031090454,-0.046002068,14.86187405,-16.70962195,3.911064677,15.29642691,31.571496,0.011438022,4.282323701
,S4,-0.0332971,-0.15822986,17.5686663,-23.80187135,4.197638001,17.62016479,41.37053765,0.089287899,4.906383933
,S5,0.007466849,-0.073112711,19.2617803,-22.29771754,3.419217765,11.69105013,41.55949784,0.070699995,7.808029979
,S6,0.019928234,0.096723774,19.00179692,-15.91487688,3.184983955,10.14412279,34.91667379,-0.072335253,6.667617483
,S7,-0.021399196,0.0288503,15.38816106,-15.44462893,3.433212166,11.78694578,30.83278999,-0.043908876,4.955571278
,S8,-0.032728368,-0.078680637,22.84949855,-27.46250605,5.930370769,35.16929745,50.3120046,0.0232459,4.212614172
,S9,-0.000767712,-0.054782035,11.44403036,-11.8094785,3.489802052,12.17871836,23.25350886,0.046433284,3.075684946
,S10,0.012891515,-0.002265908,9.682538789,-8.823157954,2.572934428,6.619991573,18.50569674,0.01767331,3.224071345
,S11,0.039221347,-0.010318625,23.85713805,-26.18320755,4.687566299,21.9732778,50.04034559,0.031705134,6.637530314
,S12,0.028574883,-0.170612567,15.70997665,-14.5981893,4.097452229,16.78911477,30.30816595,0.145837539,3.580587194
,S13,0.006735524,-0.152891475,14.10750311,-13.80573733,4.266340246,18.20165909,27.91324044,0.112246321,2.948115374
,S14,0.016122992,-0.224464196,13.06125345,-11.69714927,4.150802348,17.22916013,24.75840272,0.173884831,2.796276001
,S15,0.017663684,-0.161596683,12.34611239,-10.08847319,3.707506861,13.74560712,22.43458558,0.14505195,2.913647203
,S16,0.023744696,-0.039291284,8.848925333,-7.2713111,2.689512833,7.23347928,16.12023643,0.070313084,2.948630276
,S17,-0.058999889,-0.024713152,22.79596626,-22.70651133,4.273440721,18.2622956,45.50247759,-0.024069648,5.939727466
,S18,-0.000206588,0.007139738,15.21770234,-20.88118986,4.260639586,18.15304968,36.0988922,-0.005172693,4.413278399
,S19,0.0072722,-0.026756394,10.21555418,-13.69293935,3.439873613,11.83273048,23.90849353,0.02967719,3.275716259
,S20,-0.035604443,0.021728163,18.98497575,-16.34607522,4.193180219,17.58276035,35.33105098,-0.041018465,4.331560003
,S21,-0.071041476,0.078121978,16.34987328,-22.2376842,4.193361301,17.584279,38.58755748,-0.106714,5.644090586
,S22,-0.02435263,-0.019002018,11.11711534,-16.05839121,3.467066293,12.02054868,27.17550655,-0.004629803,3.769963344
,S23,0.016339554,0.072888011,14.09377265,-12.79694953,3.566034937,12.71660518,26.89072218,-0.047572549,3.69609959
,S24,-0.000439849,-0.053029331,9.522752576,-11.89190381,2.730781682,7.457168597,21.41465638,0.057774097,3.239604603
,S25,0.022624242,0.198588126,14.81850396,-17.37126628,3.490465012,12.183346,32.18977025,-0.151238202,5.0449645
,S26,-0.005335064,0.034251716,19.66182945,-20.65696348,4.678372114,21.88716564,40.31879293,-0.025384971,4.1556296
,S27,0.020974402,0.075843231,8.79077664,-10.1366454,2.739300577,7.50376765,18.92742204,-0.060090699,3.606434521
,S28,0.006049716,0.073111489,8.634354889,-8.188266788,2.600766552,6.763986658,16.82262168,-0.077356162,3.096263729
,S29,0.04541646,0.008858445,25.59256156,-27.02180342,4.918883937,24.19541919,52.61436498,0.02229653,8.43555093
,S30,0.020950142,0.009310235,9.689373983,-11.43876464,3.053915564,9.326400271,21.12813863,0.01143441,3.203724857
,S31,0.03857271,0.018400782,21.07819511,-17.05198711,4.25312862,18.08910306,38.13018222,0.014228534,5.269895877
,S32,0.02432851,0.02609573,14.652273,-13.71005371,3.768790975,14.20378542,28.36232671,-0.001406727,3.436826685
,S33,-213.0291203,-219.7099619,-117.3820259,-276.2254824,36.33858461,1320.492731,158.8434565,0.551549408,2.149670587
,S34,219.7282995,215.0790297,377.7037292,161.9228779,30.16940433,910.1929574,215.7808513,0.462316371,9.093241653
,S35,-14.15378244,-13.02268102,9.711651977,-45.41324617,10.16832062,103.3947443,55.12489814,-0.333713344,3.039530796
,S36,-65.13667977,-69.15400634,36.98642254,-108.9820577,21.28290576,452.9620776,145.9684803,0.566275105,4.256975257
,S37,12943.42382,12953.57501,15298.96903,10891.63291,1084.127189,1175331.761,4407.336124,-0.028090407,2.393197362
,S38,-159.7899337,22.71000036,2045.534388,-2860.769047,991.7684754,983604.7088,4906.303434,-0.552043966,2.100596425
,S39,5210.344169,5474.288386,16099.12689,-6409.808326,5553.355056,30839752.37,22508.93522,-0.142586354,2.241068153
,S40,0.039719109,0.039460432,0.060460163,0.018460701,0.010932137,0.000119512,0.041999462,0.070986279,2.077667312
Batch4,S1,-0.046863376,-0.017567475,14.0110361,-12.40301864,3.599463228,12.95613553,26.41405474,-0.024416892,3.177488741
,S2,-0.023838443,-0.037284227,13.16659217,-12.93690892,3.977391767,15.81964526,26.10350109,0.01014166,3.127072362
,S3,-0.029663059,-0.090081845,14.82646081,-13.8469777,4.320902133,18.67019524,28.67343851,0.041948731,3.207323154
,S4,-0.056498192,-0.018269896,16.52470694,-21.00514852,4.70134195,22.10261614,37.52985546,-0.024394075,3.585710488
,S5,-0.023010056,-0.058425179,10.90436845,-12.56048544,3.288221718,10.81240207,23.46485389,0.03231089,3.237309531
,S6,0.018007757,0.016895424,10.12960749,-11.91240362,3.203484611,10.26231366,22.04201111,0.001041678,3.180555061
,S7,-0.004452108,0.070997161,11.42317935,-11.8193687,3.487339888,12.16153949,23.24254805,-0.064905577,3.404184304
,S8,-0.039584123,0.014486116,17.58898886,-16.02711194,5.725813915,32.78494499,33.6161008,-0.028329722,2.947335496
,S9,-0.006292207,0.026633738,10.50476849,-12.58563834,3.490238058,12.1817617,23.09040683,-0.028301175,2.913347096
,S10,0.022576762,0.094250827,9.718385148,-9.656082642,2.702451424,7.303243702,19.37446779,-0.07956561,3.136899516
,S11,0.024974816,-0.003376151,16.50145612,-15.42204319,4.16334891,17.33347415,31.92349931,0.020428963,3.832059633
,S12,0.01249542,-0.152104238,14.87603934,-14.42851371,4.128333753,17.04313958,29.30455305,0.119612174,3.037953041
,S13,0.015168313,-0.08103435,15.00141892,-11.59753052,3.698408029,13.67822195,26.59894944,0.078035735,3.489466269
,S14,0.014488091,0.002050004,15.81241282,-13.2478296,3.861097871,14.90807677,29.06024242,0.009664159,3.912440251
,S15,0.015887339,-0.08406589,21.56284621,-12.42279398,3.810683036,14.5213052,33.98564019,0.078689223,4.567040159
,S16,0.028605931,-0.068969706,11.4784375,-8.865172797,2.760605068,7.620940343,20.3436103,0.106037229,3.279031144
,S17,-0.035120016,0.016424532,14.75866532,-13.34923525,3.977367973,15.81945599,28.10790057,-0.038878385,3.357391946
,S18,0.006006485,0.006760009,11.36696586,-14.21229034,3.882067729,15.07044985,25.5792562,-0.000582311,3.48154162
,S19,0.024814643,0.027361477,13.19735811,-17.71513788,3.933129528,15.46950789,30.91249599,-0.001942601,3.875228299
,S20,-0.009173132,0.164638237,14.64455634,-25.64165369,4.299426193,18.48506559,40.28621004,-0.12127993,5.123451205
,S21,-0.070381938,0.130872879,11.4066418,-18.60170212,3.992941894,15.94358497,30.00834392,-0.151207923,3.770788215
,S22,-0.022535453,0.069963387,12.46931323,-11.08718031,3.539202639,12.52595532,23.55649354,-0.078406508,3.216185256
,S23,0.036546693,0.017462943,11.893949,-18.56020953,3.638981247,13.24218451,30.45415853,0.015732769,4.550495613
,S24,0.01488409,0.051222164,11.69179578,-10.0376392,3.10318915,9.629782903,21.72943498,-0.035129738,3.082938494
,S25,0.021286558,0.22925706,11.74294141,-17.93918372,3.843972013,14.77612084,29.68212512,-0.162309066,4.418143762
,S26,-0.019259479,-0.014152842,17.35809081,-15.31290728,4.472131431,19.99995953,32.67099809,-0.003425639,3.687977014
,S27,0.022443082,-0.053613993,9.681245674,-13.56120379,3.247654008,10.54725656,23.24244946,0.070257245,3.901608032
,S28,0.027527179,0.075005151,9.082181014,-8.450240749,2.796111051,7.818237011,17.53242176,-0.050940007,2.867788949
,S29,0.030284077,0.068541512,17.44375186,-16.28566073,4.668207951,21.79216548,33.72941259,-0.024585946,3.632839324
,S30,0.004343707,-0.023107338,12.34122323,-13.33558513,3.370588916,11.36086964,25.67680836,0.024432862,3.412023424
,S31,0.027316179,0.153501756,21.31179962,-14.82563252,4.34513617,18.88020834,36.13743215,-0.087121948,3.938883477
,S32,0.019014458,0.229702527,20.79172004,-12.46725416,4.044434974,16.35745426,33.2589742,-0.156279977,3.838529053
,S33,-239.620434,-239.66305,-165.6319368,-365.3815677,39.84520775,1587.64058,199.7496309,0.003208619,3.078950635
,S34,302.3332901,296.2351297,362.2350078,244.2039759,27.10132243,734.4816776,118.0310319,0.675040165,1.968396275
,S35,2.991096904,1.102292885,41.61784302,-42.97575067,20.43389919,417.544236,84.59359369,0.277304493,2.191314992
,S36,-24.66106012,-25.43533712,54.89263946,-62.20089418,18.24293281,332.8045975,117.0935336,0.127327717,4.342736385
,S37,18582.0644,18724.62062,21663.25764,15298.96903,1795.474619,3223729.109,6364.288607,-0.238192544,1.868119556
,S38,-208.8101068,-182.4146206,1482.160429,-2454.832297,829.0296144,687290.1016,3936.992725,-0.095517044,2.549462453
,S39,5590.178823,6422.760298,17118.15437,-12441.45493,7051.901415,49729313.56,29559.6093,-0.354194462,2.509030102
,S40,0.079975538,0.081459894,0.094459727,0.060460163,0.011792683,0.000139067,0.033999564,-0.377612791,1.440517638
Batch5,S1,-0.036588482,-0.023849327,11.44120281,-13.9418159,3.731435314,13.9236095,25.38301871,-0.010242028,3.261651593
,S2,-0.018897569,0.074899656,12.27667995,-13.5047929,3.851718211,14.83573318,25.78147285,-0.073056143,3.233622234
,S3,-0.017769536,0.014503162,14.43063155,-13.3212855,4.086543932,16.69984131,27.75191705,-0.023691925,3.279502935
,S4,-0.03772259,-0.171120762,15.29049878,-12.93704184,4.414171633,19.48491121,28.22754061,0.090661295,3.113804632
,S5,0.001956139,0.064293317,14.9922149,-19.73816735,3.516009536,12.36232306,34.73038225,-0.053188574,5.937220774
,S6,0.024653848,0.166652584,12.5703103,-18.52980588,3.472150613,12.05582988,31.10011619,-0.122689438,4.699598762
,S7,-0.004052141,-0.100020479,16.40931513,-12.68186499,3.673260959,13.49284608,29.09118012,0.07837859,3.791462024
,S8,-0.037598941,0.087276462,23.38414581,-18.97471803,5.671480282,32.16568859,42.35886385,-0.066054397,3.701307003
,S9,0.005851621,-0.148320563,12.84851434,-10.63990107,3.42054713,11.70014267,23.48841541,0.135217126,3.286351513
,S10,0.017371905,-0.116115632,10.28217178,-9.95652214,2.73773019,7.495166596,20.23869392,0.146275412,3.597093445
,S11,0.04416616,0.178128867,15.17238256,-23.47907138,4.757030205,22.62933637,38.65145394,-0.084482987,4.430321096
,S12,0.016049056,-0.017180838,11.94522836,-12.21644174,3.82331596,14.61774493,24.1616701,0.026074142,2.839487633
,S13,0.037879117,0.012921677,13.65764136,-14.54508092,4.246109097,18.02944247,28.20272228,0.01763316,2.995339196
,S14,0.048148172,-0.162646812,15.41283238,-12.39402035,4.140710942,17.14548711,27.80685273,0.152723762,2.941899245
,S15,0.0504721,0.019612859,11.8987362,-12.4435011,3.832167986,14.68551148,24.3422373,0.024158055,3.093660757
,S16,0.037764253,0.006206301,9.292504975,-9.427578777,3.025807322,9.155509952,18.72008375,0.031288792,3.007151613
,S17,-0.064148972,-0.028025479,21.74658222,-17.20533213,4.678854253,21.89167712,38.95191435,-0.023161756,4.503309546
,S18,-0.011829058,0.027368833,13.59718598,-20.28252507,4.60198184,21.17823686,33.87971105,-0.025552833,3.488573473
,S19,0.014543673,0.108087117,13.34725447,-11.38918315,3.956269203,15.65206601,24.73643762,-0.070933073,2.934393404
,S20,-0.033407189,-0.134095291,22.13905093,-15.10636828,4.634794383,21.48131897,37.24541922,0.065173184,4.183161501
,S21,-0.099637639,-0.059025816,22.72464985,-19.83833395,4.243422386,18.00663355,42.5629838,-0.028711606,4.626372912
,S22,-0.047234036,0.028577348,11.485518,-17.18803023,3.446927911,11.88131203,28.67354823,-0.065981696,3.70549439
,S23,0.016068243,-0.079540265,12.44211147,-11.12621459,3.600324596,12.9623372,23.56832605,0.079666573,3.209887144
,S24,-0.005026467,-0.126924903,10.61028454,-9.071561133,2.733605616,7.472599663,19.68184567,0.13377764,3.234838519
,S25,-0.002925947,-0.124695072,14.50291038,-12.66798065,3.49995438,12.24968066,27.17089103,0.104374896,4.108045398
,S26,-0.033576828,0.006290892,15.62819438,-21.55735468,4.649003407,21.61323268,37.18554906,-0.025726624,3.853538049
,S27,0.006724957,0.130711032,8.974370467,-9.914103132,2.793277965,7.802401789,18.8884736,-0.133161908,3.008948725
,S28,0.012435602,-0.002669874,7.360230057,-10.19571013,2.336368465,5.458617602,17.55594019,0.019396097,3.318199993
,S29,0.031124976,0.070541304,23.71963031,-28.52567722,5.374973447,28.89033955,52.24530753,-0.02199992,6.068729577
,S30,0.001737215,-0.052095681,12.11781676,-11.22232761,3.247470509,10.5460647,23.34014437,0.049730609,3.070999277
,S31,0.042926548,0.084337362,17.15451864,-22.27531197,4.697191732,22.06361017,39.4298306,-0.026448237,4.544973725
,S32,0.040541811,-0.023820193,14.92365843,-14.55279945,4.086837639,16.70224189,29.47645788,0.047245824,3.31057541
,S33,-276.3084087,-281.3660979,-208.9443568,-375.3815492,36.43635816,1327.608196,166.4371925,0.41642657,2.503661734
,S34,311.5783631,307.0632347,442.3286098,266.297685,26.83554249,720.1463405,176.0309247,0.504755405,5.262481175
,S35,4.256990832,4.180412198,43.61783933,-24.81953422,13.50795539,182.4648588,68.43737355,0.017007452,2.503740881
,S36,-30.50016066,-32.23219956,55.95513749,-66.3571365,19.44580614,378.1393764,122.312274,0.267210146,4.854176424
,S37,22674.01435,22756.53625,24276.15369,21357.55024,654.1075931,427856.7433,2918.60345,-0.378478533,2.898213235
,S38,-120.3414931,-48.3211184,1897.378411,-3037.268721,879.5686864,773641.0741,4934.647132,-0.245644402,3.881081638
,S39,-26464.46058,-30631.60814,423.583904,-52550.70857,17548.30704,307943080.1,52974.29248,0.712401638,1.40730382
,S40,0.064531291,0.06146015,0.092459753,0.038460445,0.016822031,0.000282981,0.053999308,0.547699826,1.672610072
Batch6,S1,-0.04802936,-0.013330926,12.13954422,-13.31786508,3.767486905,14.19395758,25.4574093,-0.027629904,3.179510805
,S2,-0.038359535,-0.216283244,13.36646466,-13.24683829,3.876176313,15.02474281,26.61330295,0.137705585,3.136041083
,S3,-0.036621618,-0.178429302,11.85733602,-14.7013476,3.9411814,15.53291083,26.55868361,0.107943027,3.037510464
,S4,-0.052384191,-0.191903292,15.20137752,-14.30292809,4.072723354,16.58707552,29.50430561,0.102770865,3.175916227
,S5,-0.007645608,-0.003694679,9.787617973,-8.76069003,2.781035532,7.73415863,18.548308,-0.004262005,3.154117124
,S6,0.012061725,0.122814423,8.668618869,-9.576486611,2.834327253,8.033410977,18.24510548,-0.117226441,2.917364361
,S7,-0.011449891,-0.024497028,9.005677862,-10.87910589,3.098399376,9.600078691,19.88478376,0.012632784,2.828511063
,S8,-0.021907464,-0.030962435,18.67463372,-15.12197666,4.759569079,22.65349782,33.79661038,0.005707431,3.209038613
,S9,0.005666491,0.138005493,11.15230472,-9.773849306,3.297346702,10.87249527,20.92615403,-0.120404993,3.058806147
,S10,0.023128483,0.170930399,7.202365437,-8.831302811,2.416715594,5.840514261,16.03366825,-0.183474525,2.976898311
,S11,0.036291513,0.213766769,13.45846844,-12.06443972,4.121253824,16.98473308,25.52290816,-0.129190239,3.005456255
,S12,0.028390204,0.032977386,15.99807322,-17.01527487,4.479152931,20.06281098,33.01334809,-0.003072354,3.392528212
,S13,0.027344986,-0.024016576,13.17927092,-13.71755571,4.192206251,17.57459325,26.89682662,0.036755035,3.029317635
,S14,0.032289948,0.127180152,13.69846544,-15.24650644,4.27208925,18.25074656,28.94497188,-0.066634987,3.075839049
,S15,0.035134111,0.070780404,13.94888574,-11.16235005,3.710433287,13.76731517,25.1112358,-0.02882113,3.135191947
,S16,0.033256272,0.202086388,9.931381053,-8.901843383,2.806693094,7.877526125,18.83322444,-0.180458045,3.043871178
,S17,-0.058635711,-0.1873773,12.24759745,-13.69379745,4.032997224,16.26506661,25.9413949,0.095766187,3.169557152
,S18,-0.012637472,0.004620537,11.97282406,-15.12483114,3.850142991,14.82360105,27.0976552,-0.0134473,3.298231138
,S19,-0.002156324,-0.010624906,12.72858654,-12.28401991,3.698297858,13.67740705,25.01260645,0.006869578,3.306129247
,S20,-0.040340429,-0.128149205,12.73743982,-15.05030947,4.154077714,17.25636165,27.78774929,0.063413914,3.12072608
,S21,-0.072264547,-0.105784111,11.37592796,-12.66915069,3.812918462,14.5383472,24.04507865,0.026373156,3.106714991
,S22,-0.031109036,-0.090694577,9.531743065,-10.17939568,3.057132911,9.346061633,19.71113874,0.058471982,3.057050915
,S23,0.015234123,0.116763482,10.95987035,-13.58646158,3.483579525,12.13532631,24.54633193,-0.087435374,3.200804468
,S24,0.00525943,0.034819503,8.874197875,-11.26063712,2.672854969,7.144153687,20.134835,-0.033178089,3.444599774
,S25,0.017201354,0.000209259,9.33652955,-14.54524208,3.171380617,10.05765502,23.88177163,0.016073846,3.334013951
,S26,-0.012724548,0.122468294,10.32235681,-13.29808974,3.806260169,14.48761647,23.62044655,-0.10655565,2.972233406
,S27,0.02054867,0.191619181,7.623768175,-11.44757263,2.950079915,8.702971506,19.07134081,-0.173965298,3.068895187
,S28,0.020377034,-0.030987975,8.114717986,-8.920193297,2.599280243,6.756257782,17.03491128,0.05928373,3.31827402
,S29,0.042117305,0.269230088,15.12613626,-15.16432277,4.555207524,20.74991559,30.29045903,-0.149573504,3.319420517
,S30,0.012848917,0.05363972,9.088373106,-10.1872342,3.167059548,10.03026618,19.2756073,-0.038639125,3.00409094
,S31,0.042337647,0.246959909,15.25811249,-15.08791864,4.298455916,18.47672326,30.34603113,-0.142811,3.31052131
,S32,0.036777523,0.075348742,15.2711571,-13.60500228,3.83319677,14.69339748,28.87615938,-0.030187247,3.464427431
,S33,-296.3337081,-302.0379347,-216.7568423,-370.0065592,36.07326126,1301.280178,153.2497168,0.474386827,2.036071721
,S34,333.5183453,331.0788153,395.672446,271.8914247,28.88522803,834.3563985,123.7810213,0.253367915,1.987320735
,S35,-31.05793957,-31.36639712,6.492907925,-69.78820113,13.27635538,176.2616122,76.28110905,0.069700804,3.461791972
,S36,2.054032663,3.86148375,81.9863394,-60.32589765,23.20022826,538.2505913,142.312237,-0.233719824,3.727591074
,S37,26452.92352,26477.80608,28097.0729,24276.15369,1111.739983,1235965.79,3820.919205,-0.067144902,1.70638889
,S38,-61.08259655,-49.3992414,1652.035115,-2134.707888,715.9931562,512646.1998,3786.743003,-0.048953073,2.65906297
,S39,-39953.73758,-41502.78079,-20862.22538,-55641.97018,10215.04412,104347126.3,34779.74481,0.454929962,1.677096249
,S40,0.010075392,0.010460803,0.038460445,-0.024538748,0.018212745,0.000331704,0.062999193,-0.06348495,1.81044403
Batch7,S1,-0.02881882,0.086268273,14.74715699,-15.72779069,4.041938069,16.33726336,30.47494769,-0.085419735,3.451218743
,S2,-0.001819553,0.108738056,14.76820927,-14.06835522,4.022616695,16.18144507,28.83656449,-0.082452009,3.175124102
,S3,0.003395812,0.011356428,14.55684617,-13.98879138,4.170210607,17.3906565,28.54563755,-0.005726773,2.976737927
,S4,-0.018003518,-0.020450029,19.30737188,-15.94202693,4.703957101,22.12721241,35.24939881,0.001560289,3.409797566
,S5,-0.058562237,-0.019095832,13.05480645,-14.93962714,3.474778078,12.07408269,27.99443359,-0.034073892,4.153843122
,S6,-0.028606959,0.136388255,10.85247064,-12.12925178,3.202612203,10.25672492,22.98172242,-0.154556846,3.557898868
,S7,0.019821975,-0.046288168,12.48833552,-15.81943058,3.540375779,12.53426066,28.3077661,0.056019599,3.680716501
,S8,0.034281163,-0.215118391,19.33291007,-17.51220062,5.772357562,33.32011182,36.84511069,0.129617518,3.044048329
,S9,0.031954998,-0.127839054,12.09428709,-9.185253279,3.587512223,12.87024395,21.27954037,0.133625233,3.138454011
,S10,0.019888553,-0.030912939,10.97201612,-18.72908132,2.824587492,7.978294502,29.70109744,0.053956366,5.749583288
,S11,-0.022787695,0.240976697,15.69481778,-15.45522903,4.61482714,21.29662954,31.15004681,-0.171467566,3.310492527
,S12,0.01611197,-0.055435583,12.93657742,-13.3614081,4.275112685,18.27658847,26.29798552,0.050207486,2.993635293
,S13,0.043272492,0.154624818,16.07505122,-15.95002109,4.466853455,19.95277979,32.02507231,-0.074785749,3.396076763
,S14,0.044649366,0.004526678,13.25170031,-15.48833674,4.532519796,20.5437357,28.74003705,0.026556544,3.132273032
,S15,0.029675618,0.02537633,14.18813229,-13.43344715,4.163604604,17.3356033,27.62157943,0.003097764,3.026022301
,S16,0.029359291,0.006626846,9.603560108,-12.381914,3.120981174,9.740523487,21.98547411,0.021851249,3.619955208
,S17,0.012564866,-0.044130394,17.18279003,-15.97060359,4.466811063,19.95240107,33.15339362,0.038077675,3.894067028
,S18,-0.048657846,0.0079811,14.01537594,-17.47286392,4.398940257,19.35067539,31.48823986,-0.038626767,3.408541477
,S19,0.031083105,0.039561853,15.37665182,-16.29617128,4.022931008,16.1839739,31.6728231,-0.006322814,3.484223429
,S20,0.023905667,-0.085765613,16.58541449,-17.37850148,4.505310526,20.29782293,33.96391597,0.073028005,3.510492021
,S21,-0.036380759,-0.12726941,18.65097467,-22.40895829,4.48701593,20.13331196,41.05993296,0.06076777,4.492140361
,S22,-0.044034234,0.036506678,13.01417754,-17.0478294,3.671778522,13.48195751,30.06200693,-0.065805368,3.816056612
,S23,0.045122856,-0.091474463,10.77116153,-11.21442817,3.770563844,14.2171517,21.9855897,0.108681877,2.758730603
,S24,-0.011275827,-0.043722008,12.87934413,-15.55268976,2.958787178,8.754421563,28.43203389,0.032898123,4.17570373
,S25,-0.024805819,-0.053072167,13.51023833,-13.25380656,3.407275353,11.60952533,26.7640449,0.02488764,3.658356832
,S26,-0.062301036,0.146407679,17.72569799,-16.70723962,4.660019398,21.71578079,34.43293761,-0.134361274,3.469471378
,S27,0.016760944,0.02666587,12.0028644,-10.71049476,3.100764408,9.614739917,22.71335916,-0.00958305,3.537248944
,S28,0.014992203,0.063908986,10.69582618,-9.474910031,2.732609916,7.467156952,20.17073621,-0.053703365,3.432629803
,S29,-0.048041891,0.246377557,18.82954087,-19.03823487,5.012697886,25.1271401,37.86777574,-0.176204185,3.900918615
,S30,0.02412001,-0.083841305,13.94130079,-12.73788638,3.769478795,14.20897039,26.67918717,0.08592274,3.218046598
,S31,-0.017869339,-0.007478293,15.43262767,-17.099206,4.585592931,21.02766253,32.53183367,-0.00679806,3.27566244
,S32,0.011004644,0.081363576,15.11356252,-12.7602817,4.306407771,18.54514789,27.87384422,-0.049014586,3.037861071
